domain,remote name resolution,local name resolution remote rpc,local name resolution local rpc,remote ipfs gateway,local ipfs gateway
mickael.crypto,0.13485193252563477,0.04517960548400879,0.024392127990722656,0.5359976291656494,0.7865085601806641
24ur.crypto,0.08425498008728027,0.04660534858703613,0.02704000473022461,0.5405595302581787,0.4510788917541504
hongmeng.crypto,0.1265113353729248,0.046683311462402344,0.015885591506958008,0.5432546138763428,0.4508068561553955
tsmedia.crypto,0.11079812049865723,0.04654574394226074,0.03594231605529785,0.5429689884185791,0.45482492446899414
pristop.crypto,0.1354846954345703,0.04572272300720215,0.0174102783203125,0.53713059425354,0.45179247856140137
foodforlife.crypto,0.128251314163208,0.046956777572631836,0.03312373161315918,0.4809701442718506,0.7815783023834229
androidplanet.crypto,0.09542083740234375,0.05138707160949707,0.02404475212097168,0.5157864093780518,0.35210323333740234
asml.crypto,0.13119077682495117,0.04621171951293945,0.01470637321472168,0.44353723526000977,0.27330780029296875
architectenpensioen.crypto,0.12291860580444336,0.05048680305480957,0.04675745964050293,0.4385192394256592,0.4561934471130371
dnbpensioenfonds.crypto,0.07703018188476562,0.04743218421936035,0.029024600982666016,0.4447200298309326,0.3497734069824219
brandfield.crypto,0.07980799674987793,0.05355072021484375,0.031656742095947266,0.4247407913208008,0.3450894355773926
lyondellbasell-industries.crypto,0.12015581130981445,0.04970669746398926,0.047249794006347656,0.4303288459777832,0.5606734752655029
portemonnee.crypto,0.09973859786987305,0.04970264434814453,0.022186994552612305,0.4689819812774658,0.3460662364959717
klavercasino.crypto,0.13244414329528809,0.04683995246887207,0.04419517517089844,0.42424726486206055,0.3037843704223633
barbadoscasino.crypto,0.07625293731689453,0.045531272888183594,0.015538454055786133,0.44038867950439453,0.46608829498291016
flitsmeister.crypto,0.1344616413116455,0.04951810836791992,0.023310422897338867,0.4627821445465088,0.3453793525695801
centraalbeheerapf.crypto,0.1604173183441162,0.04872488975524902,0.03722524642944336,0.4552147388458252,0.25528788566589355
deltalloydpensioenfonds.crypto,0.14761805534362793,0.04881644248962402,0.04715299606323242,0.4548306465148926,0.44617629051208496
tmf-group.crypto,0.07353496551513672,0.04376482963562012,0.025322437286376953,0.46024107933044434,0.3421351909637451
domainnameshop.crypto,0.13133835792541504,0.046216487884521484,0.039487600326538086,0.6007359027862549,0.3479435443878174
turbocasino.crypto,0.08138132095336914,0.04938244819641113,0.015015363693237305,0.4700124263763428,0.4629056453704834
net-cents.crypto,0.09148812294006348,0.04651498794555664,0.037278175354003906,0.42630863189697266,0.23151278495788574
riocasino.crypto,0.127427339553833,0.0443572998046875,0.025875091552734375,0.5339095592498779,0.3451550006866455
slotsmillion.crypto,0.07606959342956543,0.04819631576538086,0.017098426818847656,0.43588972091674805,0.3446352481842041
datumprikker.crypto,0.1293470859527588,0.05280756950378418,0.025236845016479492,0.45065951347351074,0.4457111358642578
jackscasino.crypto,0.09873056411743164,0.04826188087463379,0.022800922393798828,0.5073592662811279,0.3448319435119629
thebagstore.crypto,0.07326459884643555,0.048111677169799805,0.02130436897277832,0.586646318435669,0.4247777462005615
chwalek.crypto,0.07897114753723145,0.05104708671569824,0.021636962890625,0.6220793724060059,0.3448295593261719
libertyos.crypto,0.0896158218383789,0.052788734436035156,0.020043373107910156,0.44113659858703613,0.2310957908630371
pensioenfondsabbott.crypto,0.08824992179870605,0.05040764808654785,0.016069650650024414,0.5416886806488037,0.34433722496032715
poweredbyzomongo.crypto,0.07854413986206055,0.04817605018615723,0.017981767654418945,0.4323875904083252,0.3418571949005127
hetnederlandsepensioenfonds.crypto,0.08674788475036621,0.04695391654968262,0.041815996170043945,0.4108731746673584,0.3470876216888428
ponte16.crypto,0.09613990783691406,0.048380136489868164,0.04737734794616699,0.426344633102417,0.346085786819458
universum.crypto,0.08622956275939941,0.04569292068481445,0.03665971755981445,0.4745025634765625,0.35323357582092285
hp-pensioenfonds.crypto,0.08835053443908691,0.04749441146850586,0.03543281555175781,0.5843544006347656,0.5506463050842285
giro555.crypto,0.10019445419311523,0.052487850189208984,0.01977825164794922,0.5298192501068115,0.4482710361480713
gezondheid.crypto,0.16552352905273438,0.045068979263305664,0.013666868209838867,0.46842074394226074,0.5577287673950195
hiltonheadisland.crypto,0.13111329078674316,0.05321788787841797,0.021350622177124023,0.4234893321990967,0.5650522708892822
secure-server.crypto,0.13422870635986328,0.08236408233642578,0.043212890625,0.45386219024658203,0.39002323150634766
archimedix.crypto,0.13170957565307617,0.04574894905090332,0.016391515731811523,-1,-1
gatgets.crypto,0.10669112205505371,0.08078289031982422,0.022539138793945312,1.2015061378479004,0.5544049739837646
fbeteam.crypto,0.08809137344360352,0.04723525047302246,0.02156686782836914,0.5226955413818359,0.5302877426147461
4waysmarketing.crypto,0.08578848838806152,0.04724407196044922,0.014685630798339844,0.49553632736206055,0.35565686225891113
ilirija.crypto,0.08328747749328613,0.04684805870056152,0.020628690719604492,0.5697553157806396,0.4807732105255127
eskimocasino.crypto,0.10473871231079102,0.04642510414123535,0.02330636978149414,0.4806175231933594,0.34749460220336914
0-0-0-0.crypto,0.1691591739654541,0.047186851501464844,0.05152702331542969,0.4361250400543213,0.6612608432769775
abnamropensioenfonds.crypto,0.13351845741271973,0.04901909828186035,0.01481771469116211,0.44101691246032715,0.4507722854614258
cityofdreamsmacau.crypto,0.13235139846801758,0.05378365516662598,0.03619503974914551,0.5338194370269775,0.7371079921722412
domeinnaam.crypto,0.12250733375549316,0.046227455139160156,0.025136709213256836,0.45569324493408203,0.3433048725128174
buienalarm.crypto,0.08728575706481934,0.05435037612915039,0.01623988151550293,0.6398372650146484,0.5527470111846924
travelbags.crypto,0.10661196708679199,0.04982495307922363,0.015840768814086914,0.4451637268066406,0.34528040885925293
lyondellbasellindustries.crypto,0.08716344833374023,0.04997849464416504,0.023630619049072266,0.48554372787475586,0.2697262763977051
huurautos.crypto,0.13306450843811035,0.047328948974609375,0.023431062698364258,0.5942306518554688,0.5674910545349121
nakilat.crypto,0.13040614128112793,0.05487966537475586,0.03203105926513672,0.4373478889465332,0.5797305107116699
thefinebros.crypto,0.1389756202697754,0.0493319034576416,0.017061710357666016,0.4342026710510254,0.34298205375671387
dubai-mall.crypto,0.12755370140075684,0.04940199851989746,0.05052757263183594,0.42313313484191895,0.34415411949157715
venetianmacao.crypto,0.10842680931091309,0.045960426330566406,0.036947011947631836,0.46847081184387207,0.45224809646606445
swiftkey.crypto,0.09475278854370117,0.04721975326538086,0.02538776397705078,0.5591115951538086,0.5741071701049805
zakelijk.crypto,0.10136747360229492,0.047623634338378906,0.02422642707824707,0.46949124336242676,0.4349682331085205
wetenschap.crypto,0.09983372688293457,0.0472102165222168,0.0273134708404541,0.4580705165863037,0.5509557723999023
pensioenfonds.crypto,0.09357428550720215,0.05141925811767578,0.03818869590759277,0.4392974376678467,0.23395943641662598
pma-pensioenen.crypto,0.17424488067626953,0.04277515411376953,0.02344822883605957,0.44885921478271484,0.3459489345550537
kaarten.crypto,0.154710054397583,0.054399728775024414,0.032213449478149414,0.5139260292053223,0.3462984561920166
apotheken.crypto,0.12098336219787598,0.04596900939941406,0.017441511154174805,0.47343993186950684,0.6463174819946289
qatarsteel.crypto,0.08363604545593262,0.05171537399291992,0.08528947830200195,0.4460427761077881,0.3528602123260498
netcents.crypto,0.0827484130859375,0.04656577110290527,0.04488945007324219,0.4430842399597168,0.23303985595703125
bitminas.crypto,0.14010214805603027,0.04520726203918457,0.02334880828857422,0.4530041217803955,3.408450126647949
graceofgod.crypto,0.14324212074279785,0.04837632179260254,0.02409052848815918,0.492825984954834,1.0786688327789307
maroctelecom.crypto,0.1793510913848877,0.050290822982788086,0.018536806106567383,0.43497419357299805,0.4474363327026367
jambocasino.crypto,0.13050127029418945,0.046578168869018555,0.0466008186340332,0.4319608211517334,0.34223079681396484
kinderwagens.crypto,0.08318638801574707,0.0491490364074707,0.023240089416503906,0.44077157974243164,0.5553011894226074
bitcoincharts.crypto,0.1536421775817871,0.13257193565368652,0.0322880744934082,0.31733155250549316,0.5291600227355957
mojkripto.crypto,0.1569828987121582,0.04880261421203613,0.049250125885009766,0.6649277210235596,0.568122148513794
arsenewenger.crypto,0.13136577606201172,0.04874920845031738,0.023600339889526367,0.6268398761749268,5.767258644104004
bitcoinhalving.crypto,0.18021678924560547,0.04888129234313965,0.021027326583862305,1.0742766857147217,0.8861362934112549
angrychick517.crypto,0.17060351371765137,0.04929995536804199,0.04671025276184082,0.16781139373779297,0.1372978687286377
payjames.crypto,0.1296980381011963,0.044017791748046875,0.024410724639892578,7.150688648223877,0.8612363338470459
dezentrale.crypto,0.14499831199645996,0.1994016170501709,0.027559757232666016,0.43596768379211426,1.1951289176940918
nolanvoid.crypto,0.1423969268798828,0.07212686538696289,0.03195905685424805,0.4597179889678955,0.5436794757843018
bookface.crypto,0.12383079528808594,0.049920082092285156,0.03612327575683594,0.45780444145202637,0.4481062889099121
onechina.crypto,0.14119219779968262,0.05135226249694824,0.02291083335876465,0.46758151054382324,0.3463468551635742
freedomhotline.crypto,0.1780226230621338,0.04829764366149902,0.023491621017456055,0.20615267753601074,0.12092876434326172
quantumjumping.crypto,0.1266312599182129,0.04914379119873047,0.03222036361694336,0.6371922492980957,0.2344653606414795
pattayanews.crypto,0.09631943702697754,0.05055356025695801,0.025740623474121094,0.5506627559661865,0.23714113235473633
selfrealization.crypto,0.15368151664733887,0.048249244689941406,0.018817663192749023,0.5111825466156006,0.3466355800628662
pokerfun.crypto,0.13660264015197754,0.08548498153686523,0.025455713272094727,0.4925830364227295,0.23393988609313965
